"review_url_src";"review_stars";"review_title";"review_thoughts";"review_author";"review_date";"review_verified";"review_tup";"review_tdown";"review_collected_date"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great product";"I love this product. Doesn't feel greasy and protects my skin so well!";"Ashley";"6/17/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"best sunscreen ever!";"love love love this sunscreen. it's nearly scentless and keeps me wanting to reapply often. the pump makes using it so easy!";"sunlover";"6/15/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best Derm Recommended Sunscreen";"My Derm is a smart cookie who went to Columbia for undergrad and Yale for Med school. He only recommends this brand and skinceuticals sunscreen spf 50. I am acne prone and this doesnt break me out. He told me physical sunscreens are a must bc chemical ones have been found in the bloodstream even after only one use. The damage from them being found in the bloodstream isnt fully known yet but they are running more studies. These sunscreens are expensive but worth it.";"Brenda";"6/15/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Go-to sunscreen";"This is my go-to sunscreen, as recommended to me by my esthetician. Two pack on sale was a great deal.";"Nicole";"6/12/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Smooth as silk";"This is the first facial sunscreen that I've found that I love reapplying as it gives my face a beautiful dewy look, yet is smooth and silky and absorbs well! Love it.";"AJ";"6/6/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great deal especially when on sale!";"I typically use one container of these sunscreens a month so I love to purchase this pack- and it's even better when there is a sale. The sunscreen is lightweight on your skin, doesn't pill, and doesn't leave a white cast. With some less expensive sunscreens I find that they are difficult to rub in and often leave white marks near my eyes/nose or pill when I try to layer them. This sunscreen goes on easy and layers nicely. I have little to no issue with eye sensitivity using it.";"Kristina";"5/31/23";"True";"1";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Elta Md 46 Duo pack";"This is such a great deal! I use this everyday without fail. Application is smooth and non greasy. It is light and comfortable.";"killerbee";"5/30/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My Go To for a bit more moisturizing";"This ones my go to in the winter or super dry summer months when I want just a little bit more support and moisture from the dryness. I put it everywhere! Face, ears, neck all around.";"Astghik";"5/26/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"THE best daily sunscreen";"I wear this sunscreen daily and have repurchased several times. It lays very well under make and doesn't break me out. I even got my husband on a daily regimine of Elta MD!";"Patsy";"5/17/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen you can buy!";"My entire family uses this daily. Great protection and feels great on!";"Allie";"5/15/23";"True";"1";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Favourite Sunscreen!";"I've tried so many sunscreens and this one is by far my favourite! It doesn't irritate my sensitive skin or break me out!";"Kat";"5/12/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best Sunscreen Ever";"I swear by this stuff. I started using it after my dermatologist recommended it, and I haven't looked back. It has a nice, light smell, and the consistency is just right. It's thin without being watery, but thick enough to feel substantial. It also feels pretty moisturizing. My husband and I both use it daily. Love it!";"Lauren";"5/10/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Sooo Happy!";"FINALLY! After years of trying different products I have finally found one that does the job AND one that doesn’t feel heavy on my face. This sunscreen is easily absorbed into my face and does not leave a greasy or heavy feeling on my face. And, my dermatologist recommends EltaMD which makes this a win-win all around!";"Mary";"5/4/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Nice product";"Subscribe and save is a little cheaper than this bundle. I wish this bundle could have a subscribe and save option. Overall the product is nice. I use it daily.";"Elana";"5/3/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best SPF Out There";"I have tried a million different SPFs and was never able to find one that wasn’t oily or didn’t leave a white cast. This SPF knocks it out of the park. It is not oily at all which is perfect for my oily skin and leaves no residue at all. I use this daily as my morning moisturizer/spf. I’m trying the tinted one next.";"Brittney";"4/30/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Goes on easily";"I love this sunscreen because it doesn't leave a white tint on my tan skin. It doesn't clog my skin up — I have acne prone skin. And it just feels very lightweight!";"Victor";"4/27/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Awesome";"I love this face sunscreen. Doesn't make it feel oily or cause breakouts. I will ALWAYS use this sunscreen!";"Cindy";"4/27/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Easy, colorless, adds a pretty glow";"I've been using this product for about a year. I've tried many sunscreens but feel like I've found a winner. It works well, adds a pretty glow to my skin, smells good and is so easy to use. Spreadable and without a white tint.";"Cynthia";"4/27/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Good Value";"Recommend picking this set up! Especially if you have more than one person in your household that uses this sunscreen (partner or kids), the smaller bottles go pretty quickly. Rather than compromise on the coverage that I trust I just pick up a few of these. Plus, it never hurts to have a back up or two";"Megan";"4/24/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best!";"Nothing better than this sunscreen. Absolute best!";"RC";"4/23/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"I use this product year-round, buying the duo made sense!";"I honestly recommend this product everyone I know. All skin types. It’s so gentle, it in parts of glow without ever adding grease, and act as a great primer. This never ever pills up, and doesn’t leave a white cast. This is the globalist sunscreen I’ve ever tried, and truly protect my skin without clogging pores. Total win!";"Al";"4/18/23";"True";"1";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My absolute go-to sunscreen! No breakouts, acts as a lovely primer";"There’s a reason this brand is so popular. They offer simple, elegant formulas that are enhanced with great ingredients, the packaging is genius, and everything does what it says it’s going to do!  When I was younger I was not right about wearing sunscreen, mostly because every kind I tried seem to break me out. Formulating some thing as beautiful as this is a really wonderful way to make people actually want to wear sunscreen! I consider this to be a wonderful base for make up. This has never pilled up on me no matter what I later underneath it. It’s absolutely glowy  without being greasy. I love this!";"Al";"4/17/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My go-to sunscreen. Why wasn’t this around when I was younger?";"This product works, it does not break me out,  and I’ve bought it more times than I can count.Why wasn’t this around when I was younger? One reason I was not great about sunscreen in my younger years was that every formula seemed to break me out. There’s so many choices now, which is really great. A good way to get people to want to wear sunscreen is to make a silky, elegant product that’ll enhance different skin types rather than working against it. Elta does a pretty brilliant job with this.  Aging, acne prone skin is what my deal is, and this light, glowy sunscreen is perfect for me. Love that it’s fragrance free. I have tried the tinted before, and it’s fine, but this one is my favorite. Zero white cast, though I’m pretty pale anyway.  As someone who cannot use primer-(they ALL break me out) I especially love this product because I feel it’s a really nice base for make up. It’s one of those products that imparts a subtle glow that works for me. Most products that are “glowy” or “dewy” wind up making me shiny and oily, but this is just lovely.  I apply it after my vitamin C, give it a few minutes to set, and am good to apply makeup. Absorbs quickly.  This absolutely does not pill up, even if I apply two coats over other product.  I’ve been using this for so long that I’m a little freaked to try out anything different, but I did just order a Color Science all mineral sunscreen, so we shall see.  This Elta formula consists of both physical and chemical blockers, so that’s something to consider. Some people want zero chemical. Personally, I’m fine with the combo, as I know it’ll always work beautifully!";"Al";"4/17/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"4";"Sunscreen";"Clean product - goes on smoothly and doesn't feel thick or sticky. Easy to combine with makeup and moisturizer.";"Kelly";"4/17/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best Sunblock Ever";"I love EltaMD Sunblock. I've been using for many years and it helps calm and protect my sensitive skin. It goes on smooth and feels light on my skin.";"BL";"4/14/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"best sunscreen";"been using this sunscreen for years, and it is truly the best. it feels just like a moisturizer and doesn't leave any white cast or grittiness. love that it also comes in stick form now, so i can use it throughout the day!";"Nancy";"4/11/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"You need this sunscreen";"Can't say enough positive things about this product. It is light weight, effective and wont make you break out. Also safe in pregnancy & breastfeeding.";"Kristin";"4/11/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My fave sunscreen!";"My dermatologist recommended this to me a few years ago and I’ve never looked back! Non-greasy and doesn’t break me out. The best!";"abriparris";"4/10/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen";"My best sunscreen. It’s partly mineral and yet doesn’t leave a white cast. Not greasy nor drying and I love that it has niacinamide";"Junior";"4/9/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Favorite";"My favorite facial sunscreen. Great texture and leaves a little glow.";"Jacqueline";"4/8/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great Sunscreen & Moisturizer In One";"I wear this every day after having it recommended by a dermatologist to help with my melasma. It works! It is light weight for a sunscreen, but provides enough moisture that I don't need two products. I don't go a single day without it and can definitely see the positive impact on my skin (and minimized dark spots).";"Leslie";"4/7/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"2";"Dry skin concerns";"I was really excited to try this product as I know it’s very popular today. I also like the combination of the moisturizer and the SPF. However, I have fairly dry skin in the winter, and I found that the product was not able to provide enough moisture for my skin. Even if I applied it two or three times, my skin would still be partially dry. Hopefully I can try using this product again in the summer";"MsS";"4/7/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Don’t think about it too much, just get it!!!";"Best spf hands down!! I cannot recommend it enough. Just keep it in mind which products you’re stacking before hand; let them absorb into your skin, so it doesn’t start  breaking apart.";"Karla";"4/4/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"MY SKIN LOVES THIS";"I have used over 15 bottles of this sunscreen! I love it so much, it has helped even out my skin tone. It definitely helps with acne scars. The only downside to this sunscreen, is that it clogs my nose pores but that doesn’t stop me from using it.";"Asmah";"4/4/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Value pack!";"Great to save and stock up. This sunscreen is the best for hiking and beach days";"Carolyn";"4/1/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Eltamd";"I love the Eltamd products. When applied it goes on smoothly and clear. I use it daily. It isn’t sticky or tacky and it gives great coverage.";"kiki";"4/1/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Perfect sunscreen";"my husband and I both use this. I use the tinted version on my face.My husband uses this. It is very light in texture and is invisible on. It smells like almonds to me. I keep it in my purse and put on my hands when out and about, especially driving. This 2 pack was a better deal and I also got 15% off.";"gina";"3/31/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My favorite sunscreen";"This is honestly my favorite sunscreen. It gives your skin an amazing glow and does not leave a white cast. This is the only sunscreen that use now.";"Arie";"3/28/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"A must have";"I try and try to tell as many people as I can about this sunblock. It IS THE BEST. I’ve used it for about 10 years now. Nothing comes close. Doesn’t clog your pores, actually helped my acne, and I wear it EVERYDAY. If I do my makeup, it doesn’t affect it at all.  This is the most effective and most important product out of everything in skincare!!!";"Nicole";"3/26/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great daily sunscreen";"I’ve worn this sunscreen daily for years. It has a dry (but not drying) finish and rubs in well. Container / pump works well - I think I get all of the product out and no clogs. Nothing fancy feeling but solid performer.";"Anna";"3/23/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"best for acne prone sensitive skin";"I've tried others and keep coming back to this one.  I have very sensitive skin that breaks out and suffers from discoloration, or melasma, in the Summer heat.  I wear this under my make-up and over my serums.  It works great and make-up stays on all day.  I also mix this moisturizer with illuminizer on occasion.  It works well no matter how I mix it up!";"Laura";"3/22/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen ever";"Love this sunscreen. Rubs in easily with no white leftover. Layers well over my moisturizer.";"Emily";"3/21/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Our Go-To";"This is our go to sun screen for both me and now my husband.  It goes on smoothly, does not make my face break out or feel greasy and most importantly as I live at the beach it really works! Love this stuff!!";"Tara";"3/19/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Fave";"Love this. Will always be a staple in my routine.";"Caroline";"3/15/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Favorite Sunscreen";"This is my favorite sunscreen for wearing under makeup. It feels good on my skin and sinks in without leaving a white cast or pilling up. It is on the pricier side, but purchased in the duo, it is a bit more reasonable. Sometimes Dermstore even has it on sale. The Elta MD Clear also is very effective. There have been no AKs or skin cancers since I've been using this product regularly, and that is worth every penny.";"Kathleen";"3/11/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"EltaMD UV clear";"Oil-free EltaMD UV Clear was recommended by my dermatologist for an everyday facial sunscreen . It is my go to sunscreen for it's clear matte finish, spf 46 and it's easy dispenser. Love this stuff!";"K";"3/9/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Addicted to this sunscreen!";"I was introduced by my Derm to this sunscreen and found it to be awesome! Absorbs quickly and can be worn under make up too.";"Maria";"3/9/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"The best";"I’ve tried a lot of different spf moisturizers and I always come back to this one. It feels so light on your skin and not sticky like other spfs.";"Bailey";"3/9/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Works great";"This is the best sunblock for sensitive skin.";"BL";"3/5/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Necessity";"Highly recommend. I use this everyday. It doesn't feel too thick or goopy like some other SPFs and seamlessly applies.";"Kendall";"2/27/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Blends perfectly";"This is a chemical sunscreen that I only use on my hands, I keep it in my purse to reapply. I feel like we often neglect our hands which have a lot of exposure to the sun, especially when we are driving. I wish I could use on my face and neck but those areas are very sensitive and can only tolerate a mineral SPF";"Victoria";"2/26/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Favorite Sunscreen";"Have been using EltaMD for years, one of the few sunscreens that won't leave me with a white cast";"Karina";"2/26/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen ever!";"I love this sunscreen. I’ve been using it for years and it really is my holy grail. It leaves no white cast and does not break out my sensitive acne prone skin.";"Chandler";"2/14/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best protection";"I have repurchased this about 3 times and will continue to use going forward. It doesn't leave any white cast and has no scent. It provides great protection.";"Ola";"2/13/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Love it";"The only facial sunscreen i have tried and I love it! I don’t go a day without using it, I have acne prone skin and I don’t break out from it.";"Amy";"2/8/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"The best mineral sunscreen";"I prefer the non-tinted version and use this religiously to prevent aging. It has not broken me out at all.";"Savanna";"2/8/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"the best";"This is the best sunscreen I have ever used, and I tried many. I have melasma and have been dealing with dark spots before. Ever since I started using this sunscreen I have no dark spots. I have been using it on a daily basis for about 3 years now.  Its not heavy and you can put make up on top of it.";"Jovana";"2/7/23";"True";"1";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Forever favorite";"I can't even count how many times I've purchased this product. The best sunscreen. The only one that doesn't break me out!";"NS";"2/6/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Fav!";"I have been using this sunscreen for 3 straight years now. It doesn’t break me out and if I am breaking out it doesn’t make it worse. My skins loves this sunscreen especially through my accutane  journey";"erin";"1/22/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen";"Great ingredients and makes your skin glow.";"Jacqueline";"1/19/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"4";"may pile but otherwise pretty good";"when i first started using this sunscreen it was piling quite a bit so i shelved them. if i clean my face really well and don't wear moisturizer underneath, it is a good product. a bit shiny but not greasy. i would go through a bottle very fast though.";"raininsea";"1/14/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great Sunscreen";"Goes on smooth, does not make your skin oily. Great product!";"Virginia";"1/10/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Ordered wrong one but still great!";"I accidentally ordered this instead of the tinted version. Will keep them though for in the car to apply to my hands to protect them from the sun when driving and also can be a good gift to brother/ dad/ anyone who wouldn’t want the tinted version!";"Bailey";"1/7/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best sunscreen!";"Love this sunscreen, the way it feels on and that it is zinc oxide!";"Joanne";"1/4/23";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great for acne prone skin";"Sunscreen has always made me break out. Even regular elta md.  But the UV Clear is amazing and has never once caused me problems.  I highly recommend this for anyone with acne prone skin.";"Karly";"1/1/23";"True";"2";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Favorite sunscreen";"This has become my staple sunscreen for my face. It is lightweight and great for sensitive and acne prone skin. I put this on every morning and keep one in my bag with me at all times!";"M";"12/31/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Love this SPF";"I can't say enough. I use a lot of PCA products, but I refuse to leave this particular SPF lotion because it works so well with me. It goes on smoothly and clearly. I feel protected- not much else I can say to endorse this great product. It's reasonably priced to boot! If they went up, I'd probably rethink it, but I am just so glad I found a good product.";"LBH";"12/30/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"2";"Does NOT work with any makeup";"I wanted so badly for this product to work. I put it on, waited about 5 minutes, and put on primer. The foundation makeup smudged, it was an absolute mess. If used in its own, fine, but it does not play well with any makeup. Foundation, primer, none of it.";"Katie";"12/30/22";"True";"1";"1";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"My Favorite Sunscreen";"I always come back to this formula. It’s perfect year-round and a great option to stock up!";"AC";"12/28/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"So good!";"I love this moisturizer. Plus the SPF. Can’t go wrong.";"Katie";"12/28/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Elta sunscreen SPF 46";"This product is amazing. It’s super light on your face and doesn’t leave any white spots like other sunscreen.  I love this product and would highly recommend it.";"Nia";"12/28/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Love this sunscreen!";"My husband and I are big fans of this sunscreen! It goes on so smoothly with no white cast at all. We have purchased this sunscreen so many times already!";"Tiff";"12/28/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Good for sensitive skin, easy to rub in";"Good for my sensitive (psoriasis) skin. I have reacted to chemical sunscreens before but this combo is comfortable. It is relatively easy to rub in, but given that there is some mineral component, you do need to check the mirror. Not drying but has a dry finish and I use a moisturizer first.";"Anna";"12/27/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Good value for a great product";"Love Elta products - but figure out which one works best for you. If this is one that works, then this is a great value";"Mary";"12/26/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Best face sunscreen";"Love the Elta MD face sunscreen, it’s light and doesn’t leave a white residue.";"Jeri";"12/22/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"Great Deal";"I love this option because when I run out of one I have the other waiting. It’s a good value honestly! Great product & worth the price. Since using this product I’ve not dealt with sun spots or hyperpigmentation issues.";"Chrissy";"12/18/22";"True";"0";"0";"2023-07-20"
"https://www.dermstore.com/eltamd-uv-clear-spf46-broad-spectrum-duo/12538013.html";"5";"great product";"I have been using the UV Clear sunscreen for a while now and I keep coming back to get more. Definitely recommended to everyone.";"Nazy";"11/27/22";"False";"0";"0";"2023-07-20"
